source_site,source_url,source_path,file_name,size_bytes,modified_date,target_folder,priority,notes
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Prime insurance.png,Prime insurance.png,12199,2024-11-10,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Primeinsfull.png,Primeinsfull.png,15441,2024-11-10,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Progressive logo.png,Progressive logo.png,2019,2024-09-28,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Propeller Bonds.png,Propeller Bonds.png,15744,2024-11-10,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,qq.png,qq.png,4381,2024-09-28,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,RA.png,RA.png,3848,2024-09-28,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,redfin.png,redfin.png,7263,2024-11-10,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,rps.png,rps.png,2997,2024-09-28,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,RR.jpeg,RR.jpeg,4231,2024-09-28,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Safeco Insurance Logo (1).png,Safeco Insurance Logo (1).png,3740,2024-09-28,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Safer Logo.png,Safer Logo.png,7277,2024-09-28,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,scottsdale.png,scottsdale.png,2163049,2024-11-10,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-16 at 7.34.43 AM.png,Screenshot 2022-11-16 at 7.34.43 AM.png,49278,2022-11-16,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-20 at 1.50.38 PM 2024-01-21 16_43_00.png,Screenshot 2022-11-20 at 1.50.38 PM 2024-01-21 16_43_00.png,70998,2024-01-21,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-20 at 1.51.30 PM (1).png,Screenshot 2022-11-20 at 1.51.30 PM (1).png,20348,2022-11-20,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-20 at 2.12.42 PM (1).png,Screenshot 2022-11-20 at 2.12.42 PM (1).png,47235,2022-11-20,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-20 at 2.12.42 PM 2024-01-21 16_43_00 (1).png,Screenshot 2022-11-20 at 2.12.42 PM 2024-01-21 16_43_00 (1).png,47235,2024-01-21,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-20 at 2.12.42 PM 2024-01-21 16_43_00.png,Screenshot 2022-11-20 at 2.12.42 PM 2024-01-21 16_43_00.png,47235,2024-01-21,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-20 at 2.12.42 PM.png,Screenshot 2022-11-20 at 2.12.42 PM.png,47235,2022-11-20,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-20 at 2.15.57 PM.png,Screenshot 2022-11-20 at 2.15.57 PM.png,67685,2022-11-20,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-20 at 2.26.03 PM.png,Screenshot 2022-11-20 at 2.26.03 PM.png,7541,2022-11-20,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-20 at 2.30.36 PM.png,Screenshot 2022-11-20 at 2.30.36 PM.png,9988,2022-11-20,05-Marketing/Brand-Guide/,P0,Logos
Brand Guide,${SHAREPOINT_SITE_URL}sites/BrandGuide,Screenshot 2022-11-20 at 2.35.34 PM.png,Screenshot 2022-11-20 at 2.35.34 PM.png,33429,2022-11-20,05-Marketing/Brand-Guide/,P0,Logos
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},Renewal Consult Talk Track .pdf,Renewal Consult Talk Track .pdf,3862576,2025-05-31,03-Operations/ + 04-Client-Service/,P1,Talk Tracks
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},RSG NB Lead Tracker.xlsx,RSG NB Lead Tracker.xlsx,29270,2024-07-01,03-Operations/ + 04-Client-Service/,P1,Media library
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},boards-yellow.png,boards-yellow.png,13331,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},Coffee Supply Breach.pptx,Coffee Supply Breach.pptx,351847,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},Coffee%20Supply%20Breach.pptx,Coffee%20Supply%20Breach.pptx,351847,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},default-board-background-cover.jpeg,default-board-background-cover.jpeg,109819,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},default-board-background-cover-dark.jpg,default-board-background-cover-dark.jpg,52773,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},default-board-logo-dark.png,default-board-logo-dark.png,11548,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},hr-policies.jpg,hr-policies.jpg,26966,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},HubSpot-logo.png,HubSpot-logo.png,13223,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},icon_color-nw.png,icon_color-nw.png,7048,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},icon_outline-template.png,icon_outline-template.png,540,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},medical-benefits (1).pptx,medical-benefits (1).pptx,332351,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},medical-benefits.pptx,medical-benefits.pptx,332351,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},medical-benefits-preview.jpeg,medical-benefits-preview.jpeg,32964,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},onboard-preview.jpeg,onboard-preview.jpeg,13443,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},podcast.jpg,podcast.jpg,66115,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},podcast-intranet (1).png,podcast-intranet (1).png,90709,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},podcast-intranet.png,podcast-intranet.png,90709,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},service-desk-app.pptx,service-desk-app.pptx,165576,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},social-feed.jpg,social-feed.jpg,38853,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},Stock.png,Stock.png,91973,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},update-password.pptx,update-password.pptx,323521,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},urgent-messages-zoom.png,urgent-messages-zoom.png,268417,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},Weather-small.png,Weather-small.png,94947,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},Welcome (1).pptx,Welcome (1).pptx,354283,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},Welcome.pptx,Welcome.pptx,354283,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},welcome-preview.png,welcome-preview.png,47793,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},work-remotely (1).pptx,work-remotely (1).pptx,252575,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},work-remotely.pptx,work-remotely.pptx,252575,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
Risk Solutions Group Intranet,${SHAREPOINT_SITE_URL},zoom-edit-profile.png,zoom-edit-profile.png,151638,2024-06-04,03-Operations/ + 04-Client-Service/,P1,WidgetBoard_Assets
